State,county,winner
West Virginia,Boone,Trump
West Virginia,Hampshire,Trump
West Virginia,Wyoming,Trump
West Virginia,Morgan,Trump
West Virginia,Lincoln,Trump
West Virginia,Lewis,Trump
West Virginia,Taylor,Trump
West Virginia,Wetzel,Trump
West Virginia,McDowell,Trump
West Virginia,Barbour,Trump
West Virginia,Hardy,Trump
West Virginia,Monroe,Trump
West Virginia,Roane,Trump
West Virginia,Braxton,Trump
West Virginia,Grant,Trump
West Virginia,Summers,Trump
West Virginia,Ritchie,Trump
West Virginia,Tyler,Trump
West Virginia,Pocahontas,Trump
West Virginia,Tucker,Trump
West Virginia,Pendleton,Trump
West Virginia,Pleasants,Trump
West Virginia,Clay,Trump
West Virginia,Webster,Trump
West Virginia,Doddridge,Trump
West Virginia,Calhoun,Trump
West Virginia,Gilmer,Trump
West Virginia,Wirt,Trump
Wisconsin,Milwaukee,Clinton
Wisconsin,Dane,Clinton
Wisconsin,Waukesha,Trump
Wisconsin,Brown,Trump
Wisconsin,Outagamie,Trump
Wisconsin,Racine,Trump
Wisconsin,Winnebago,Trump
Wisconsin,Washington,Trump
Wisconsin,Kenosha,Trump
Wisconsin,Rock,Clinton
Wisconsin,Marathon,Trump
Wisconsin,La Crosse,Clinton
Wisconsin,Sheboygan,Trump
Wisconsin,Eau Claire,Clinton
Wisconsin,Ozaukee,Trump
Wisconsin,Fond du Lac,Trump
Wisconsin,Walworth,Trump
Wisconsin,St. Croix,Trump
Wisconsin,Dodge,Trump
Wisconsin,Jefferson,Trump
Wisconsin,Manitowoc,Trump
Wisconsin,Portage,Clinton
Wisconsin,Wood,Trump
Wisconsin,Sauk,Clinton
Wisconsin,Chippewa,Trump
Wisconsin,Columbia,Trump
Wisconsin,Calumet,Trump
Wisconsin,Waupaca,Trump
Wisconsin,Grant,Trump
Wisconsin,Polk,Trump
Wisconsin,Barron,Trump
Wisconsin,Douglas,Clinton
Wisconsin,Dunn,Trump
Wisconsin,Pierce,Trump
Wisconsin,Oneida,Trump
Wisconsin,Marinette,Trump
Wisconsin,Oconto,Trump
Wisconsin,Shawano,Trump
Wisconsin,Monroe,Trump
Wisconsin,Green,Clinton
Wisconsin,Door,Trump
Wisconsin,Lincoln,Trump
Wisconsin,Vernon,Trump
Wisconsin,Trempealeau,Trump
Wisconsin,Clark,Trump
Wisconsin,Vilas,Trump
Wisconsin,Iowa,Clinton
Wisconsin,Waushara,Trump
Wisconsin,Juneau,Trump
Wisconsin,Kewaunee,Trump
Wisconsin,Adams,Trump
Wisconsin,Langlade,Trump
Wisconsin,Bayfield,Clinton
Wisconsin,Taylor,Trump
Wisconsin,Green Lake,Trump
Wisconsin,Jackson,Trump
Wisconsin,Washburn,Trump
Wisconsin,Burnett,Trump
Wisconsin,Richland,Trump
Wisconsin,Ashland,Clinton
Wisconsin,Marquette,Trump
Wisconsin,Sawyer,Trump
Wisconsin,Crawford,Trump
Wisconsin,Lafayette,Trump
Wisconsin,Price,Trump
Wisconsin,Rusk,Trump
Wisconsin,Buffalo,Trump
Wisconsin,Forest,Trump
Wisconsin,Pepin,Trump
Wisconsin,Iron,Trump
Wisconsin,Florence,Trump
Wisconsin,Menominee,Clinton
Wyoming,Laramie,Trump
Wyoming,Natrona,Trump
Wyoming,Campbell,Trump
Wyoming,Sweetwater,Trump
Wyoming,Fremont,Trump
Wyoming,Albany,Trump
Wyoming,Park,Trump
Wyoming,Sheridan,Trump
Wyoming,Teton,Clinton
Wyoming,Lincoln,Trump
Wyoming,Uinta,Trump
Wyoming,Converse,Trump
Wyoming,Carbon,Trump
Wyoming,Goshen,Trump
Wyoming,Big Horn,Trump
Wyoming,Platte,Trump
Wyoming,Johnson,Trump
Wyoming,Sublette,Trump
Wyoming,Crook,Trump
Wyoming,Washakie,Trump
Wyoming,Weston,Trump
Wyoming,Hot Springs,Trump
Wyoming,Niobrara,Trump
